code,id_g2a,name,name_g2a,locality,station
613394,,"Résidence Quai Colbert","RESIDENCE QUAI COLBERT","Le Grau-du-Roi",
761234,,"Résidence Les Hauts Du Val Claret A","RESIDENCE LES HAUTS DU VAL CLARET A","Tignes - Val Claret",
51297,,"Résidence Les Balcons de la Méditerranée","RESIDENCE LES BALCONS DE LA MEDITERRANEE","Narbonne Plage",
523884,,"Résidence Terrasses De La Rosi","RESIDENCE TERRASSES DE LA ROSI","La Rosière Montvalezan",
142927,,"Chalet Odalys Nuance de Bleu","CHALET ODALYS NUANCE DE BLEU","Alpe d'Huez",
238774,,"Campanule Chalets De La Vallee D'or","CAMPANULE CHALETS DE LA VALLEE D'OR",Valloire,
49696,,"Maison de Vacances Chamonix","MAISON DE VACANCES CHAMONIX",Chamonix,
280634,,"Résidence Les Flocons","RESIDENCE LES FLOCONS","Les Orres",
703394,,"Résidence Les Melezes Bat E","RESIDENCE LES MELEZES BAT E",Barcelonnette,
138640,,"Résidence Le Roc des Tours  - MGM Hôtels  and  Résidences","RESIDENCE LE ROC DES TOURS  - MGM HOTELS  AND  RESIDENCES","Le Grand-Bornand",
204508,6611,"Résidence Vacancéole Côte Brune","RESIDENCE VACANCEOLE COTE BRUNE","Les 2 Alpes","LES DEUX ALPES"
236424,,"Résidence Karukera","RESIDENCE KARUKERA","Port Leucate",
38851,,"Résidence Pierre  and  Vacances Les Bergers","RESIDENCE PIERRE  AND  VACANCES LES BERGERS","Alpe d'Huez",
204820,,"Village Club Miléade de Pralognan-la-Vanoise","VILLAGE CLUB MILEADE DE PRALOGNAN-LA-VANOISE",Pralognan-la-Vanoise,
209092,,"Camping Les Dunes","CAMPING LES DUNES",Torreilles,
644074,,"Résidence Floralies 2","RESIDENCE FLORALIES 2","Le Grau-du-Roi",
65369,,"Résidence Le Flamant","RESIDENCE LE FLAMANT",Port-Camargue,
574394,,"Résidence Chevallier","RESIDENCE CHEVALLIER","Val Cenis",
367904,,"Chalets Du Bettex - Charmoz","CHALETS DU BETTEX - CHARMOZ","Saint-Gervais Mont-Blanc",
908004,,"Résidence Genevrey","RESIDENCE GENEVREY",Aussois,
205338,,"Résidence Cressoua","RESIDENCE CRESSOUA","Les Contamines Montjoie",
780824,,"Résidence Suisse Et Bordeaux","RESIDENCE SUISSE ET BORDEAUX","Le Barcarès",
376374,,"Chalet Juline-le Grand Bornand","CHALET JULINE-LE GRAND BORNAND","Le Grand-Bornand",
276834,,"Residence Les Aiguieres","RESIDENCE LES AIGUIERES","Aix Les Bains",
741624,,"Résidence 6goe7-saint Pierre La Mer","RESIDENCE 6GOE7-SAINT PIERRE LA MER",Saint-Pierre-la-Mer,
376104,,"Résidence La P'tite Anfianne-le Grand Bornand","RESIDENCE LA P'TITE ANFIANNE-LE GRAND BORNAND","Le Grand-Bornand",
31347,,"Résidence Pierre  and  Vacances Premium Les Hauts Bois","RESIDENCE PIERRE  AND  VACANCES PREMIUM LES HAUTS BOIS","La Plagne - Plagne Aime 2000",
51261,,"Résidence Vicente","RESIDENCE VICENTE",Saint-Pierre-la-Mer,
772634,,"Résidence Ecrin Des Neiges","RESIDENCE ECRIN DES NEIGES","Tignes - Val Claret",
31427,,"Les Résidences de Châtel Centre","LES RESIDENCES DE CHATEL CENTRE",Châtel,
32022,,"Résidence Odalys Les Bains","RESIDENCE ODALYS LES BAINS",Trégastel,
1072604,,"Résidence Estaris 1","RESIDENCE ESTARIS 1","Orcières 1400",
236414,,"Résidence Maisons De Leucate","RESIDENCE MAISONS DE LEUCATE","Port Leucate",
368554,,"Résidence Le Pigeonnier","RESIDENCE LE PIGEONNIER",Morzine,
815834,,"Résidence Le Hameau Des Glaciers","RESIDENCE LE HAMEAU DES GLACIERS","Chamonix - Les Houches",
144880,,"Appartement 3 pièces 6 pers proche pistes - maeva Home","APPARTEMENT 3 PIECES 6 PERS PROCHE PISTES - MAEVA HOME","Les Carroz-d'Arâches",
38869,,"Résidence Pierre  and  Vacances Premium Les Chalets du Forum","RESIDENCE PIERRE  AND  VACANCES PREMIUM LES CHALETS DU FORUM","Courchevel 1850",
52204,,"Résidence Bellard","RESIDENCE BELLARD","La Toussuire",
125963,,"Résidence Les Constellations - maeva Home","RESIDENCE LES CONSTELLATIONS - MAEVA HOME","La Plagne - Belle Plagne",
29396,,"Village Montana Val Thorens","VILLAGE MONTANA VAL THORENS","Val Thorens",
375844,,"Résidence Les Belles Roches Gamme Confort - Labellemontagne","RESIDENCE LES BELLES ROCHES GAMME CONFORT - LABELLEMONTAGNE",Notre-Dame-de-Bellecombe,
38051,,"Chalet Paradis de St Martin","CHALET PARADIS DE ST MARTIN",Saint-Martin-de-Belleville,
773404,,"Résidence La Chamoisiere","RESIDENCE LA CHAMOISIERE","Les Orres",
1546,,"Résidence Odalys La Licorne","RESIDENCE ODALYS LA LICORNE","La Plagne - Belle Plagne",
754044,,"Résidence Orr Des Bles","RESIDENCE ORR DES BLES","Les Orres",
248384,,"Résidence RÉsidence Le Panoramique","RESIDENCE RESIDENCE LE PANORAMIQUE","La Joue du Loup",
585244,,"Résidence 8tam3pia-pia","RESIDENCE 8TAM3PIA-PIA",Pia,
1078624,,"Résidence Le Paradis Du Soleil","RESIDENCE LE PARADIS DU SOLEIL","La Grande-Motte",
121743,,"Résidence Les Temples du Soleil - maeva Home","RESIDENCE LES TEMPLES DU SOLEIL - MAEVA HOME","Val Thorens",
1040974,,"Résidence Le Veymont","RESIDENCE LE VEYMONT",Villard-de-Lans,
191806,218,"Résidence Neige Et Soleil","RESIDENCE NEIGE ET SOLEIL","Tignes - Le Lac / Le Lavachet",
160646,,L'EVEREST,L'EVEREST,"La Plagne - Plagne Centre",
613654,,"Résidence "" La Lagune""","RESIDENCE "" LA LAGUNE""","Le Grau-du-Roi",
934974,,"Résidence Grand Large","RESIDENCE GRAND LARGE","Le Barcarès",
118360,,"Résidence Les Grandes Balmes II","RESIDENCE LES GRANDES BALMES II","Tignes - Le Lac / Le Lavachet",
413784,,"Résidence Les Coralines","RESIDENCE LES CORALINES",Sainte-Maxime,
51246,,"Résidence Pleine Vue sur Mer","RESIDENCE PLEINE VUE SUR MER",Saint-Pierre-la-Mer,
255524,,"Résidence Riondet","RESIDENCE RIONDET",Valmorel,
90831,,"VVF Summer Camp Le Clos des Cigales","VVF SUMMER CAMP LE CLOS DES CIGALES",Bessilles-Montagnac,
511554,,"Résidence Les Hauts de St Gervais","RESIDENCE LES HAUTS DE ST GERVAIS","Saint-Gervais Mont-Blanc",
235054,,"Résidence Terrasses De La Mediterranee 1","RESIDENCE TERRASSES DE LA MEDITERRANEE 1","Port Leucate",
726634,,"Résidence Le Cezelly","RESIDENCE LE CEZELLY","Port Leucate",
932,,"Les Appartements Labellemontagne de Saint François Longchamp","LES APPARTEMENTS LABELLEMONTAGNE DE SAINT FRANCOIS LONGCHAMP",Saint-François-Longchamp,
96703,,"Résidence Marin'Land","RESIDENCE MARIN'LAND","La Grande-Motte",
147612,,"Résidence Le Bois du Bouchet","RESIDENCE LE BOIS DU BOUCHET",Chamonix,
530414,,"Résidence Pignals R14","RESIDENCE PIGNALS R14","Isola 2000",
205355,,"Résidence Pierres Blanches","RESIDENCE PIERRES BLANCHES","Les Contamines Montjoie",
414684,,"Chalets De La Croisette","CHALETS DE LA CROISETTE","Arc 1800",
44080,,"Résidence Pierre  and  Vacances L'Anse de Pramousquier","RESIDENCE PIERRE  AND  VACANCES L'ANSE DE PRAMOUSQUIER","Le Lavandou",
247444,,"Résidence RÉsidence Eden Des Cimes","RESIDENCE RESIDENCE EDEN DES CIMES","La Joue du Loup",
1069904,,"Résidence 9005-les Angles","RESIDENCE 9005-LES ANGLES","Les Angles - Pyrénées Orientales",
378014,,"Residence Du Golf","RESIDENCE DU GOLF","Les Gets",
205015,,"Résidence Les Terrasses du Soleil d'Or","RESIDENCE LES TERRASSES DU SOLEIL D'OR","Les Orres",
195011,,"Résidence Les Rivages de Rochelongue - maeva Home","RESIDENCE LES RIVAGES DE ROCHELONGUE - MAEVA HOME","Cap d'Agde",
120576,,"Résidence Pierre  and  Vacances Les Mouflons I et II","RESIDENCE PIERRE  AND  VACANCES LES MOUFLONS I ET II","Le Praz de Lys",
248424,,"Résidence RÉsidence Les Monts Du Soleil","RESIDENCE RESIDENCE LES MONTS DU SOLEIL","La Joue du Loup",
497604,,"Résidence Hors Piste","RESIDENCE HORS PISTE",Vars,
45077,,"Résidence Lagrange Le Carré Beauchêne","RESIDENCE LAGRANGE LE CARRE BEAUCHENE",Sainte-Maxime,
105181,,"Résidence Lagrange Vacances Grand Bleu Les Pierres de Jade","RESIDENCE LAGRANGE VACANCES GRAND BLEU LES PIERRES DE JADE","Saint Cyprien - Pyrénées Orientales",
38050,,"Chalet Flocon de Belleville","CHALET FLOCON DE BELLEVILLE","Les Ménuires",
888164,,"Résidence 51-le Grau Du Roi","RESIDENCE 51-LE GRAU DU ROI","Le Grau-du-Roi",
167818,,"Résidence Les Capitelles","RESIDENCE LES CAPITELLES","Saint Cyprien - Pyrénées Orientales",
362694,,"Résidence Saboia A","RESIDENCE SABOIA A","La Tania",
863814,,"Résidence Le Sunny Snow","RESIDENCE LE SUNNY SNOW","Les Orres",
44050,,"Village Club du Soleil - Oz en Oisans","VILLAGE CLUB DU SOLEIL - OZ EN OISANS",Oz-en-Oisans,
840874,,"Résidence LES CRISTAUX","RESIDENCE LES CRISTAUX","Arc 1800",
744014,,"Résidence les Chardons - maeva Home","RESIDENCE LES CHARDONS - MAEVA HOME","Arc 1800",
789494,,"Résidence LE TETRAS LYRE","RESIDENCE LE TETRAS LYRE","La Plagne - Montchavin",
193174,,"Chalet Arrondaz I","CHALET ARRONDAZ I",Valfréjus,
133663,,"Résidence Les Balcons d'Anaïte - maeva Home","RESIDENCE LES BALCONS D'ANAITE - MAEVA HOME","Chamonix - Les Houches",
793854,,"Résidence Les Espaces","RESIDENCE LES ESPACES","Les 2 Alpes",
153918,,"Résidence Le Chalet de l'Eterlou","RESIDENCE LE CHALET DE L'ETERLOU","Serre Chevalier 1350 - Chantemerle",
625364,,"Résidence LES TERRASSES DE LA VANOISE","RESIDENCE LES TERRASSES DE LA VANOISE",Champagny-en-Vanoise,
820864,,"Résidence Mazot De La Princesse","RESIDENCE MAZOT DE LA PRINCESSE",Megève,
835174,,"Résidence Orion","RESIDENCE ORION","Le Corbier",
868534,,"Résidence Les Balcons de Collioure - maeva Home","RESIDENCE LES BALCONS DE COLLIOURE - MAEVA HOME",Collioure,
172743,,"Résidence Le Californie","RESIDENCE LE CALIFORNIE","Le Grau-du-Roi",
218144,,"Résidence Jean Bart I","RESIDENCE JEAN BART I","Cap d'Agde",
895454,,"Résidence Le Triangle De La Baronnie","RESIDENCE LE TRIANGLE DE LA BARONNIE","Le Grau-du-Roi",
1041094,,"Résidence Terrasses De La Mer","RESIDENCE TERRASSES DE LA MER","La Grande-Motte",
35728,,"Résidence Pierre  and  Vacances Le Thabor","RESIDENCE PIERRE  AND  VACANCES LE THABOR",Valmeinier,
923624,,"Résidence les Calanques des Issambres - maeva Home","RESIDENCE LES CALANQUES DES ISSAMBRES - MAEVA HOME","Les Issambres",
497594,,"Résidence Lofts De Vars","RESIDENCE LOFTS DE VARS",Vars,
54308,,"Résidence Lagrange Vacances Le Lydia Playa","RESIDENCE LAGRANGE VACANCES LE LYDIA PLAYA","Port Barcarès",
816594,,"Hôtel VoulezVous","HOTEL VOULEZVOUS","Tignes - Le Lac / Le Lavachet",
558904,,"Résidence Les Sitelles 2","RESIDENCE LES SITELLES 2","Marseillan Plage",
117714,,"Village Vacances Les Angeliers","VILLAGE VACANCES LES ANGELIERS",Valmeinier,
88880,,"Résidence Coudalère/Guadeloupe","RESIDENCE COUDALERE/GUADELOUPE","Port Barcarès",
1037874,,"Résidence RÉsidence Les Ancolies","RESIDENCE RESIDENCE LES ANCOLIES","Courchevel 1550",
419214,,"Résidence Le Dahut","RESIDENCE LE DAHUT",Champagny-en-Vanoise,
420624,3990,"Résidence MMV Les Terrasses d'Isola","RESIDENCE MMV LES TERRASSES D'ISOLA","Isola 2000","ISOLA 2000"
498424,4822,"Résidence Grande Chaume","RESIDENCE GRANDE CHAUME","Les 2 Alpes","LES DEUX ALPES"
205337,,"Résidence Floralie - Domaine Des Lapons 2","RESIDENCE FLORALIE - DOMAINE DES LAPONS 2","Les Contamines Montjoie",
236594,,"Résidence Les Villas Du Mail","RESIDENCE LES VILLAS DU MAIL","Port Leucate",
92719,,"Résidence Le Thalassa 1","RESIDENCE LE THALASSA 1",Sainte-Maxime,
878944,,"Résidence Les Hauts De St Pierre","RESIDENCE LES HAUTS DE ST PIERRE",Saint-Pierre-la-Mer,
51200,,"Résidence Les Marines du Cap","RESIDENCE LES MARINES DU CAP","Cap d'Agde",
206405,,"Résidence Le Saint Georges","RESIDENCE LE SAINT GEORGES","Chamonix - Les Houches",
527094,,"2 Pièces à Samoëns 14","2 PIECES A SAMOENS 14",Samoëns,
773684,,"Résidence Les Anemones","RESIDENCE LES ANEMONES","Les Orres",
416574,,"Résidence Grand Arbois","RESIDENCE GRAND ARBOIS","Arc 1800",
652284,,"Résidence Princesse En Etraz Narcisse","RESIDENCE PRINCESSE EN ETRAZ NARCISSE",Megève,
47465,,"Résidence Pierre  and  Vacances Les Bleuets","RESIDENCE PIERRE  AND  VACANCES LES BLEUETS","Méribel - Mottaret",
88235,,"Chalet au Coeur de La Vanoise","CHALET AU COEUR DE LA VANOISE",Champagny-en-Vanoise,
808274,,"Résidence Le Roi Soleil","RESIDENCE LE ROI SOLEIL","Le Sauze",
188315,,"Chalet Odalys Le Loup Lodge","CHALET ODALYS LE LOUP LODGE","Les 2 Alpes",
276634,,"Résidence Terrasses Des Thermes","RESIDENCE TERRASSES DES THERMES","Aix Les Bains",
28443,,"Les Résidences de Châtel Station","LES RESIDENCES DE CHATEL STATION",Châtel,
498444,,"Résidence Arc En Ciel B","RESIDENCE ARC EN CIEL B","Les 2 Alpes",
836374,,"Résidence 6volt21-collioure","RESIDENCE 6VOLT21-COLLIOURE",Collioure,
838114,,"Résidence Les Mélèzes - maeva Home","RESIDENCE LES MELEZES - MAEVA HOME","La Joue du Loup",
734544,,"Résidence Les Plaisances","RESIDENCE LES PLAISANCES","La Plagne - Plagne Montalbert",
96765,,"Résidence Orelle 3 Vallées by Resid and co","RESIDENCE ORELLE 3 VALLEES BY RESID AND CO",Orelle,
82441,,"SOWELL Family Port Grimaud","SOWELL FAMILY PORT GRIMAUD","Grimaud - Port Grimaud",
50092,,"Résidence Odalys Prestige Domaine Iratzia","RESIDENCE ODALYS PRESTIGE DOMAINE IRATZIA",Saint-Jean-de-Luz,
205087,,"Résidence Odalys Prestige Rochebrune Les Cimes","RESIDENCE ODALYS PRESTIGE ROCHEBRUNE LES CIMES","Orcières 1850",
48178,,"Résidence Lagrange Vacances Grand Bleu Le Village des Aloès","RESIDENCE LAGRANGE VACANCES GRAND BLEU LE VILLAGE DES ALOES",Cerbère,
499954,,"Résidence Eyssina","RESIDENCE EYSSINA",Vars,
836514,,"Hôtel Tetras Lodge","HOTEL TETRAS LODGE","Tignes - Les Brévières",
122573,,"Belambra Clubs et Résidence Trégastel - Le Castel Sainte Anne","BELAMBRA CLUBS ET RESIDENCE TREGASTEL - LE CASTEL SAINTE ANNE",Trégastel,
442654,,"Résidence Le Logis","RESIDENCE LE LOGIS","Luchon - Superbagnères",
1554,,"Résidence Odalys Mille Soleils","RESIDENCE ODALYS MILLE SOLEILS",Font-Romeu,
248434,,"RÉsidence Les Chalets D'aurouze","RESIDENCE LES CHALETS D'AUROUZE","La Joue du Loup",
362634,,"Résidence Caroline","RESIDENCE CAROLINE","La Tania",
598084,,"Résidence Les Niverolles","RESIDENCE LES NIVEROLLES","La Rosière Montvalezan",
205424,,"Résidence Vacancéole La Duit","RESIDENCE VACANCEOLE LA DUIT","Doucy Valmorel",
79685,,"Résidence Vacancéole Les Gentianes","RESIDENCE VACANCEOLE LES GENTIANES",Gresse-en-Vercors,
204682,,"Chalets Du Thabor","CHALETS DU THABOR",Valfréjus,
193322,,"Résidence BruyÈres - Les Hauts De Planchamp","RESIDENCE BRUYERES - LES HAUTS DE PLANCHAMP",Champagny-en-Vanoise,
784824,,"Résidence Les Eglantines","RESIDENCE LES EGLANTINES","Les Orres",
491,,"Résidence Goélia Les Chalets de la Toussuire","RESIDENCE GOELIA LES CHALETS DE LA TOUSSUIRE","La Toussuire",
119752,,"SOWELL HÔTELS Le Parc  and  SPA","SOWELL HOTELS LE PARC  AND  SPA","Serre Chevalier 1200 - Briançon",
793254,,"Résidence Port D'attache","RESIDENCE PORT D'ATTACHE","Saint Cyprien - Pyrénées Orientales",
135246,,"Camping maeva Club Argelès Vacances","CAMPING MAEVA CLUB ARGELES VACANCES",Argelès-sur-Mer,
1017014,,"Résidence Vacancéole Les Etoiles d'Orion","RESIDENCE VACANCEOLE LES ETOILES D'ORION","Orcières 1850",
142912,,"Résidence Prestige Odalys Isatis","RESIDENCE PRESTIGE ODALYS ISATIS",Chamonix,
36561,,"Résidence Mer  and  Golf Port Argelès","RESIDENCE MER  AND  GOLF PORT ARGELES",Argelès-sur-Mer,
31293,,"Chalet Balcon Cime de Caron","CHALET BALCON CIME DE CARON","Les Ménuires",
820084,,"Résidence Galibier Iii","RESIDENCE GALIBIER III","Les 2 Alpes",
754654,,"Chalets MMV Chartreuse et Alexandre - Mountain Collection","CHALETS MMV CHARTREUSE ET ALEXANDRE - MOUNTAIN COLLECTION","Les 2 Alpes",
575054,,"Résidence Concorde V","RESIDENCE CONCORDE V","Serre Chevalier 1400 - Villeneuve",
48828,7036,"Résidence Goélia Les Terrasses du Corbier","RESIDENCE GOELIA LES TERRASSES DU CORBIER","Le Corbier","LES SYBELLES"
159348,,"Chalet Odalys De Marie","CHALET ODALYS DE MARIE","Les Ménuires",
96695,,"Résidence Le Beaupré","RESIDENCE LE BEAUPRE",Canet-en-Roussillon,
235914,,"Résidence Les Maisons Du Soleil","RESIDENCE LES MAISONS DU SOLEIL","Port Leucate",
1025404,,"Belambra Clubs et Résidence Balaruc-les-Bains - Les Rives De Thau","BELAMBRA CLUBS ET RESIDENCE BALARUC-LES-BAINS - LES RIVES DE THAU",Balaruc-les-Bains,
46956,,"Résidence Saint Genix","RESIDENCE SAINT GENIX","Val Cenis",
190072,,"Résidence Le Saphir","RESIDENCE LE SAPHIR",Vaujany,
66075,,"Résidence Le Sun Valley","RESIDENCE LE SUN VALLEY","La Plagne - Plagne Villages / Plagne Soleil",
616824,2955,"Résidence L'edelweiss","RESIDENCE L'EDELWEISS","Les Orres",
160922,,"CHEVAL NOIR G","CHEVAL NOIR G",Valmorel,
161391,,"PIERRAFORT G","PIERRAFORT G",Valmorel,
160753,,ROSELEND,ROSELEND,"Arc 1800",
193580,,"Résidence Roches Rouges C","RESIDENCE ROCHES ROUGES C","Tignes - Le Lac / Le Lavachet",
417094,,"DéfiPlanet' à Dienné","DEFIPLANET' A DIENNE",Dienné,
38341,,"Résidence Lagrange Le Roc Belle Face","RESIDENCE LAGRANGE LE ROC BELLE FACE","Arc 1600",
415744,,"Résidence Bequi Rouge","RESIDENCE BEQUI ROUGE","Arc 1800",
277,,"Résidence Lagrange Cybèle","RESIDENCE LAGRANGE CYBELE",Brides-les-Bains,
205315,,"Résidence L'ecrin Des Glaciers Isard","RESIDENCE L'ECRIN DES GLACIERS ISARD",Combloux,
954764,,"Résidence Couderes","RESIDENCE COUDERES",Saint-Lary-Soulan,
365434,,"Résidence Horizon 1800 G","RESIDENCE HORIZON 1800 G","Orcières 1850",
29319,,"Résidence Odalys Le Front de Neige","RESIDENCE ODALYS LE FRONT DE NEIGE","Les Carroz-d'Arâches",
102060,,"Résidence Odalys Le Crystal Blanc","RESIDENCE ODALYS LE CRYSTAL BLANC",Vaujany,
415104,,"Résidence Lauzieres","RESIDENCE LAUZIERES","Arc 1800",
66369,,"Résidence Pierre  and  Vacances Electra","RESIDENCE PIERRE  AND  VACANCES ELECTRA",Avoriaz,
196686,,"Résidence Creux de L'ours D","RESIDENCE CREUX DE L'OURS D","Méribel - Mottaret",
192143,,"Résidence Petaru","RESIDENCE PETARU","Méribel - Centre",
203253,,"Résidence Les Gémeaux - maeva Home","RESIDENCE LES GEMEAUX - MAEVA HOME","La Plagne - Belle Plagne",
234164,,"Village Club Miléade des Issambres - Val d'Esquières","VILLAGE CLUB MILEADE DES ISSAMBRES - VAL D'ESQUIERES","Les Issambres",
772584,,"Résidence Prariond B","RESIDENCE PRARIOND B","Tignes - Val Claret",
848324,,"Résidence Aigle Noir","RESIDENCE AIGLE NOIR","Serre Chevalier 1400 - Villeneuve",
364484,,"Résidence Le 3300","RESIDENCE LE 3300","Les 2 Alpes",
185392,,"Résidence Les Brigues - maeva Home","RESIDENCE LES BRIGUES - MAEVA HOME","Courchevel 1550",
686124,,"Résidence Le Vignemale","RESIDENCE LE VIGNEMALE",Saint-Lary-Soulan,
553964,,"Résidence L'Horizon Blanc - maeva Home","RESIDENCE L'HORIZON BLANC - MAEVA HOME","La Joue du Loup",
476324,,"Résidence Etoile Du Berger","RESIDENCE ETOILE DU BERGER","Les Gets",
186051,,"Studio 4 personnes avec terrasse vue montagne à Vars","STUDIO 4 PERSONNES AVEC TERRASSE VUE MONTAGNE A VARS",Vars,
88258,,"Résidence Soyouz Vanguard","RESIDENCE SOYOUZ VANGUARD","Le Corbier",
2003,,"Résidence Lagrange Le Hameau du Rocher Blanc","RESIDENCE LAGRANGE LE HAMEAU DU ROCHER BLANC","Serre Chevalier 1350 - Chantemerle",
695884,,"Résidence Les Cimes","RESIDENCE LES CIMES","Le Sauze",
930214,,"Résidence 5hmar51-collioure","RESIDENCE 5HMAR51-COLLIOURE",Collioure,
120697,,"Résidence Les Hauts de Préclaux","RESIDENCE LES HAUTS DE PRECLAUX","Les Orres",
177284,,"Résidence Le Schuss","RESIDENCE LE SCHUSS","Tignes - Val Claret",
878984,,"Résidence Cascadelles 3","RESIDENCE CASCADELLES 3",Cogolin,
121206,,"Les Issambres Bellevue - maeva Home","LES ISSAMBRES BELLEVUE - MAEVA HOME","Les Issambres",
152700,,"Résidence Les Balcons du Recoin by Resid and co","RESIDENCE LES BALCONS DU RECOIN BY RESID AND CO",Chamrousse,
238614,,"Résidence La Croix Du Sud","RESIDENCE LA CROIX DU SUD",Valloire,
38899,,"Résidence Pierre  and  Vacances Le Séquoia","RESIDENCE PIERRE  AND  VACANCES LE SEQUOIA","Pyrénées 2000",
280924,,"Résidence Balcon Des Airelles","RESIDENCE BALCON DES AIRELLES","Les Orres",
497484,,"Résidence Pastourlet","RESIDENCE PASTOURLET",Vars,
143254,,"Résidence Prestige Odalys Front de Neige","RESIDENCE PRESTIGE ODALYS FRONT DE NEIGE","La Plagne - Plagne Villages / Plagne Soleil",
574854,,"Résidence Jardin Alpin Edelweiss","RESIDENCE JARDIN ALPIN EDELWEISS","Serre Chevalier 1400 - Villeneuve",
565514,,"Résidence Oisans","RESIDENCE OISANS","Les Ménuires",
1032834,,"Résidence Les Genêts","RESIDENCE LES GENETS",Saint-Pierre-la-Mer,
962324,,"Résidence Grandes Platieres 2","RESIDENCE GRANDES PLATIERES 2","Tignes - Val Claret",
377974,,"Résidence Le Galaxy - D2","RESIDENCE LE GALAXY - D2","Les Gets",
51793,,"Résidence Le Grand Tichot A et B","RESIDENCE LE GRAND TICHOT A ET B","Tignes - Val Claret",
563354,,"Résidence La Chaumiere Des Neiges","RESIDENCE LA CHAUMIERE DES NEIGES",Châtel,
449644,,"Résidence Vostok","RESIDENCE VOSTOK","Le Corbier",
254314,,"Résidence Plagne Lauze - maeva Home","RESIDENCE PLAGNE LAUZE - MAEVA HOME","La Plagne - Plagne 1800",
30993,,"Résidence Pierre  and  Vacances L'Ours Blanc","RESIDENCE PIERRE  AND  VACANCES L'OURS BLANC","Alpe d'Huez",
1060984,,"Belambra Clubs Résidence La Grande Motte - Petite Camargue Presqu'ile du Ponant","BELAMBRA CLUBS RESIDENCE LA GRANDE MOTTE - PETITE CAMARGUE PRESQU'ILE DU PONANT","La Grande-Motte",
157217,,"Résidence Pierre  and  Vacances Les Terrasses du Parc","RESIDENCE PIERRE  AND  VACANCES LES TERRASSES DU PARC","La Grande-Motte",
35487,,"Résidence Le Hameau - Labellemontagne","RESIDENCE LE HAMEAU - LABELLEMONTAGNE",Saint-François-Longchamp,
530454,,"Résidence Myrtilles 102","RESIDENCE MYRTILLES 102","Isola 2000",
1039784,,"Camping Le Soleil d'Oc","CAMPING LE SOLEIL D'OC","Narbonne Plage",
121538,,"Résidence Les Alpages de Chantel - maeva Home","RESIDENCE LES ALPAGES DE CHANTEL - MAEVA HOME","Arc 1800",
1015874,,"Résidence Grand Bleu","RESIDENCE GRAND BLEU","Le Barcarès",
944144,,"Résidence Gardiole Iii","RESIDENCE GARDIOLE III","Serre Chevalier 1500 - Le Mônetier les Bains",
1040984,,"Résidence Martagon","RESIDENCE MARTAGON",Valmorel,
205283,1789,"Résidence Le Grand Panorama","RESIDENCE LE GRAND PANORAMA","Saint-Gervais Mont-Blanc","SAINT GERVAIS MONT BLANC"
377044,7034,"Résidence Goélia Les Alpages du Corbier","RESIDENCE GOELIA LES ALPAGES DU CORBIER","Le Corbier","LES SYBELLES"
839334,,"Résidence Flocon D'or","RESIDENCE FLOCON D'OR","Les 2 Alpes",
845824,,"Residence Le Grand Bois - maeva Home","RESIDENCE LE GRAND BOIS - MAEVA HOME","La Tania",
753274,,"Résidence Le Snoroc","RESIDENCE LE SNOROC","La Plagne - Plagne Montalbert",
1075934,,"Résidence Sirac A","RESIDENCE SIRAC A","Orcières 1850",
191928,,"Résidence Ruitor Arc 1800","RESIDENCE RUITOR ARC 1800","Arc 1800",
831024,,"Résidence Digitale","RESIDENCE DIGITALE","La Plagne - Plagne 1800",
566414,,"Résidence Cabris 1","RESIDENCE CABRIS 1","Les 7 Laux - Prapoutel",
442094,,"Résidence 24 Bis Allee Etigny","RESIDENCE 24 BIS ALLEE ETIGNY","Luchon - Superbagnères",
527564,,"Studio à Samoëns 61","STUDIO A SAMOENS 61",Samoëns,
195912,,"Résidence LE ZIG ZAG","RESIDENCE LE ZIG ZAG","La Plagne - Les Coches",
192134,,"Résidence Le Cristal","RESIDENCE LE CRISTAL","Méribel - Centre",
378104,,"Résidence Le Vardaf","RESIDENCE LE VARDAF","Les Gets",
198701,,"Résidence les Chalets D'aurouze - maeva Home","RESIDENCE LES CHALETS D'AUROUZE - MAEVA HOME","La Joue du Loup",
204884,,"Résidence Les Trois Soleils - maeva Home","RESIDENCE LES TROIS SOLEILS - MAEVA HOME","La Joue du Loup",
75375,,"Domaine Les Tamaris et Les Portes du Soleil","DOMAINE LES TAMARIS ET LES PORTES DU SOLEIL",Portiragnes,
138582,,"Résidence Le Cristal de Jade - MGM Hôtels  and  Résidences","RESIDENCE LE CRISTAL DE JADE - MGM HOTELS  AND  RESIDENCES",Chamonix,
778374,,"Résidence Gardiole Ii","RESIDENCE GARDIOLE II","Serre Chevalier 1500 - Le Mônetier les Bains",
126039,,"Résidences Les Rennes et Les Sapins","RESIDENCES LES RENNES ET LES SAPINS",Prémanon,
55701,,"Résidence Les Belles Roches - Labellemontagne","RESIDENCE LES BELLES ROCHES - LABELLEMONTAGNE",Notre-Dame-de-Bellecombe,
514344,,"Aparthotel Adagio access La Défense Place Charras","APARTHOTEL ADAGIO ACCESS LA DEFENSE PLACE CHARRAS",Paris,
734724,,"Résidence La Porte De Montchavin","RESIDENCE LA PORTE DE MONTCHAVIN","La Plagne - Montchavin",
565734,,"Résidence Villaret","RESIDENCE VILLARET","Les Ménuires",
